transmitter_id,date,total_detections,valid_hours,avg_detections_per_hour,current,wind,salinity,temperature,u,v,chlorophyll
A69-1601-32687,2011-07-23,128,11,11.63636364,0.19849923,7.1891484,35.642975,20.994213,0.030998522,0.03074177,0.8855263
A69-1601-32687,2011-07-24,112,15,7.466666667,0.23412278,6.483606,35.649693,20.914543,-0.046057653,0.02901288,0.8190247
A69-1601-32687,2011-07-25,157,18,8.722222222,0.2712877,3.296542,35.637215,20.994446,0.07644339,-0.079900526,0.8187946
A69-1601-32687,2011-07-26,44,8,5.5,0.31594488,2.6094038,35.635826,21.098017,0.16434912,-0.05852875,0.9664798
A69-1601-32687,2011-07-27,87,10,8.7,0.32708427,3.7169688,35.64486,21.087597,0.11416029,-0.039608307,0.8601946
A69-1601-32687,2011-07-28,121,16,7.5625,0.35293344,7.744316,35.654537,20.994297,0.030265572,-0.0029624354,0.84700453
A69-1601-32687,2011-07-29,101,8,12.625,0.3858539,8.1810255,35.658623,20.935192,-0.0069565396,0.012212724,0.8429074
A69-1601-32687,2011-07-30,58,5,11.6,0.41341236,8.688383,35.65458,20.924047,-0.06456408,0.0043575694,0.9572729
A69-1601-32687,2011-08-11,45,5,9.0,0.39689717,9.822076,35.69107,20.775755,0.17254847,-0.09260117,1.1025677
A69-1601-32687,2011-08-15,80,4,20.0,0.38928175,6.3831067,35.737545,20.56403,0.061896276,-0.0122579755,1.1400313
A69-1601-32687,2011-08-16,155,14,11.07142857,0.37261325,4.6641574,35.724483,20.632013,0.10480071,-0.068944,1.232007
A69-1601-32687,2011-08-17,96,11,8.727272727,0.3473473,4.306917,35.697823,20.750923,0.12071304,-0.09933626,1.6149119
A69-1601-32687,2011-08-18,160,12,13.33333333,0.31781444,5.3788257,35.689823,20.794592,0.15855576,-0.08889041,1.8331821
A69-1601-32687,2011-08-19,52,5,10.4,0.2556939,5.167043,35.702488,20.739126,0.048403826,0.017156765,1.7241855
A69-1601-32687,2011-08-20,60,6,10.0,0.20924094,6.1192417,35.69706,20.731653,0.018282454,-0.009808427,1.8102989
A69-1601-32687,2011-08-21,42,3,14.0,0.23302118,11.801175,35.6938,20.705185,-0.044653676,0.14291658,1.8712132
A69-1601-32687,2011-08-22,61,6,10.16666667,0.36385956,13.724432,35.68051,20.67815,-0.26109555,0.19942969,2.0623693
A69-1601-32687,2011-08-23,241,18,13.38888889,0.30843157,10.51346,35.678528,20.966562,-0.18276145,-0.00829837,1.9482551
A69-1601-32687,2011-08-24,87,10,8.7,0.3445596,12.349303,35.692585,21.119219,-0.18178934,0.13939878,1.4859737
A69-1601-32687,2011-08-25,191,11,17.36363636,0.3841986,10.716535,35.69834,21.137966,-0.16364862,0.09234638,1.3655572
A69-1601-32687,2011-08-26,185,19,9.736842105,0.38559416,7.930106,35.68779,21.18213,-0.056174945,-0.042436063,1.4825785
A69-1601-32687,2011-08-27,212,13,16.30769231,0.43800452,6.8151636,35.690414,21.226152,0.054443534,-0.1143872,1.4978061
A69-1601-32687,2011-08-28,75,4,18.75,0.45756692,3.5182414,35.68918,21.268707,0.08401629,-0.0775194,1.4068785
A69-1601-32687,2011-09-08,127,11,11.54545455,0.3374473,4.5601254,35.68419,21.337208,0.021400282,-0.057661787,1.1443369
A69-1601-32687,2011-09-09,95,9,10.55555556,0.37935317,8.702618,35.6722,21.355394,0.11042054,-0.10751877,1.1082685
A69-1601-32687,2011-09-10,24,2,12.0,0.37452704,10.484238,35.682312,21.25472,0.10540795,0.09553234,1.0111012
A69-1601-32687,2011-09-11,24,4,6.0,0.39032575,5.932653,35.69231,21.17404,-0.031148916,0.063974805,0.9424739
A69-1601-32687,2011-09-15,32,2,16.0,0.32343584,2.8643873,35.70461,21.319016,0.0035268804,-0.0564484,1.1464317
A69-1601-32687,2011-09-16,53,7,7.571428571,0.302595,2.0163112,35.70723,21.408678,0.031018432,-0.050837938,1.155655
A69-1601-32687,2011-09-17,101,7,14.42857143,0.2714172,1.8289381,35.70956,21.44869,0.079472795,-0.038392127,1.2782481
A69-1601-32687,2011-09-19,51,5,10.2,0.21201845,3.5881865,35.717583,21.573717,0.0060260925,-0.061453532,1.2419419
A69-1601-32687,2011-09-20,134,12,11.16666667,0.20944443,4.463367,35.72205,21.59569,0.11379545,-0.07479338,1.0645574
A69-1601-32687,2011-09-21,91,7,13.0,0.19601561,3.9230993,35.72775,21.64017,0.11334878,0.005898394,0.7690825
A69-1601-32687,2011-09-22,64,8,8.0,0.26860648,7.689171,35.73411,21.696564,-0.03679164,0.02421579,0.8486514
A69-1601-32687,2011-09-23,121,11,11.0,0.38159326,5.163282,35.727055,21.840832,0.10250408,-0.15129143,0.8309983
A69-1601-32687,2011-09-24,103,7,14.71428571,0.4120254,3.470546,35.732834,21.878546,0.15963,-0.13622288,0.8014107
A69-1601-32687,2011-09-27,14,4,3.5,0.49458843,7.011665,35.731018,22.09933,-0.0666306,-0.0085515,1.0441451
A69-1601-32687,2011-09-28,198,11,18.0,0.48713776,4.843949,35.72969,22.11423,-0.026617466,-0.031638462,1.2969222
A69-1601-32687,2011-09-29,51,5,10.2,0.4728961,7.7088137,35.734055,22.105417,0.090627715,-0.07709018,1.488395
A69-1601-32687,2011-09-30,61,5,12.2,0.4290447,5.5151744,35.740406,22.10926,0.11261599,-0.07133221,1.3781021
A69-1601-32687,2011-10-01,28,3,9.333333333,0.41677544,8.886432,35.742027,22.10346,0.21461067,-0.12718192,1.1854446
A69-1601-32687,2011-10-02,41,3,13.66666667,0.3561681,8.909957,35.75404,21.996235,0.12735172,0.04558708,1.1979808
A69-1601-32687,2011-10-05,21,3,7.0,0.29321182,5.0065823,35.777164,21.81476,-0.03934406,-0.024976464,1.3114768
A69-1601-32687,2011-10-06,26,2,13.0,0.27339074,4.8199244,35.787075,21.83497,-0.031704675,-0.060589265,1.3006698
A69-1601-32687,2011-10-13,29,4,7.25,0.363796,7.484053,35.805363,21.995718,-0.05836103,-0.03850877,1.3450977
A69-1601-32687,2011-10-14,2,1,2.0,0.33922294,4.4910927,35.796978,21.996353,0.04727155,-0.046594445,1.3740184
A69-1601-32687,2011-10-16,7,2,3.5,0.3090252,5.224574,35.790863,22.223919,-0.005861783,0.0488039,1.1176951
A69-1601-32687,2011-10-24,66,7,9.428571429,0.41608456,5.299509,35.740242,22.44752,0.047540642,-0.031322528,0.9241848
A69-1601-32687,2011-10-25,205,15,13.66666667,0.47225624,3.1398249,35.744606,22.43073,0.04111992,-0.03455331,0.92070234
A69-1601-32687,2011-10-26,124,7,17.71428571,0.4879126,2.9319983,35.749695,22.416067,0.0573796,-0.04376688,0.94337213
A69-1601-32687,2011-10-27,107,12,8.916666667,0.49844918,4.5429416,35.756916,22.424793,0.028278027,-0.01536604,0.9378114
A69-1601-32687,2011-10-28,91,7,13.0,0.49081263,5.9067097,35.75999,22.443348,-0.06529749,0.039256446,0.9813962
A69-1601-32687,2011-10-30,85,7,12.14285714,0.42558628,3.3276927,35.76068,22.413563,0.013090653,-0.009317997,1.0566592
A69-1601-32687,2011-11-01,23,5,4.6,0.4577896,9.423506,35.736267,22.726845,-0.050812237,-0.06706422,0.4236517
A69-1601-32687,2011-11-02,7,1,7.0,0.430467,4.3412485,35.718002,22.816675,0.14347577,-0.21171622,0.36032152
A69-1601-32687,2011-11-03,51,8,6.375,0.2810482,6.169249,35.757442,22.677631,0.145006,-0.1115515,0.55448616
A69-1601-32687,2011-11-04,11,2,5.5,0.2674428,4.782557,35.771614,22.724358,0.071707465,-0.067816906,0.6249965
A69-1601-32687,2011-11-05,42,6,7.0,0.27566144,6.377975,35.77526,22.755518,-0.0057498156,-0.037042413,0.72413945
A69-1601-32687,2011-11-06,126,11,11.45454545,0.30590647,5.903293,35.781494,22.735159,0.036465365,-0.01282519,0.8114219
A69-1601-32687,2011-11-07,106,10,10.6,0.32544327,5.548447,35.785328,22.82103,-0.013950902,0.009079353,0.7642833
A69-1601-32687,2011-11-08,92,11,8.363636364,0.36676744,5.7025867,35.788074,22.878517,0.04182466,-0.024414862,0.80948496
A69-1601-32687,2011-11-09,119,12,9.916666667,0.37365568,4.776312,35.791912,22.957466,0.06486454,-0.015927762,0.8497219
A69-1601-32687,2011-11-10,50,6,8.333333333,0.3719207,3.894483,35.79416,23.036888,0.04823038,-0.019477738,0.89904755
A69-1601-32687,2011-11-11,17,2,8.5,0.3855457,5.481985,35.798107,23.074593,0.021505056,-0.006768729,0.9766365
A69-1601-32687,2011-11-13,31,3,10.33333333,0.36918682,4.9493732,35.8056,23.261402,-0.00440419,-0.0056325863,0.8860111
A69-1601-32687,2011-11-14,14,3,4.666666667,0.3740361,4.242844,35.808323,23.40894,-0.080167,0.024657141,0.83638364
A69-1601-32687,2011-11-15,90,7,12.85714286,0.35932717,3.4604962,35.810585,23.3988,-0.022093443,-0.046254333,0.62829053
A69-1601-32687,2011-11-16,26,2,13.0,0.3604902,5.6310625,35.812668,23.50161,-0.043390937,-0.0037533522,0.6295892
A69-1601-32687,2011-11-17,52,7,7.428571429,0.35366762,6.5755343,35.815765,23.518412,-0.07292849,-0.0225559,0.6566256
A69-1601-32687,2011-11-18,98,18,5.444444444,0.33104375,6.3036146,35.818348,23.401474,-0.029064342,-0.014538037,0.7401035
A69-1601-32687,2011-11-19,182,11,16.54545455,0.33145243,6.3219366,35.820297,23.412054,-0.056416366,-0.021961588,0.7098299
A69-1601-32687,2011-11-20,82,9,9.111111111,0.31998828,5.6530924,35.821907,23.42598,-0.037980545,-0.0024649384,0.7400007
A69-1601-32687,2011-11-21,50,8,6.25,0.34786424,5.744587,35.82276,23.468287,-0.03304351,-0.017631643,0.67788696
A69-1601-32687,2011-11-22,25,4,6.25,0.4024448,6.2644796,35.82617,23.464767,0.029990248,-0.040520545,0.73194987
A69-1601-32687,2011-11-23,87,11,7.909090909,0.4510528,5.817184,35.8271,23.524118,0.049853317,-0.054519683,0.8578587
A69-1601-32687,2011-11-24,34,4,8.5,0.4825836,5.590545,35.82614,23.587976,-0.0014196719,-0.027888866,0.88980746
A69-1601-32687,2011-11-25,21,4,5.25,0.5101197,5.733175,35.823685,23.646387,-0.07108678,0.016204476,0.9048835
A69-1601-32687,2011-11-26,11,3,3.666666667,0.50872827,5.018538,35.822594,23.67032,-0.06391754,-0.007675336,1.1136333
A69-1601-32687,2011-11-27,224,22,10.18181818,0.5025896,3.7479012,35.827084,23.795166,-0.047966946,0.0006033793,0.9385358
A69-1601-32687,2011-11-28,40,4,10.0,0.49033916,5.378231,35.827724,23.92396,-0.10889652,-0.0280899,0.9315803
A69-1601-32687,2011-12-07,63,6,10.5,0.35902506,8.754789,35.69499,24.021048,-0.18634138,-0.16644013,0.55974686
A69-1601-32687,2011-12-08,398,24,16.58333333,0.3669657,8.944846,35.72144,24.11491,-0.16699842,0.10340876,0.59190613
A69-1601-32687,2011-12-09,397,24,16.54166667,0.3861666,4.905941,35.71914,24.379946,-0.11149264,-0.054943655,0.43692055
A69-1601-32687,2011-12-10,209,14,14.92857143,0.3982156,6.4840474,35.70539,24.476625,0.0155966235,-0.14169787,0.5126742
A69-1601-32687,2011-12-11,15,4,3.75,0.37860793,7.347946,35.70566,24.45116,0.031626426,-0.11991407,0.668717
A69-1601-32687,2011-12-12,111,6,18.5,0.3963401,8.190047,35.68318,24.470179,0.12071445,-0.11206688,0.7328485
A69-1601-32687,2011-12-13,196,16,12.25,0.41943023,6.0538807,35.690453,24.553196,-0.06816814,0.043681446,0.54651713
A69-1601-32687,2011-12-14,168,17,9.882352941,0.41539034,6.048352,35.68284,24.499083,-0.119664714,-0.0044141524,0.6390464
A69-1601-32687,2011-12-15,79,12,6.583333333,0.43722707,7.835975,35.682983,24.438482,-0.13657501,0.025738355,0.62768424
A69-1601-32687,2011-12-16,108,17,6.352941176,0.43722138,9.093038,35.67374,24.386187,-0.25624263,0.09427797,0.7350407
A69-1601-32687,2011-12-17,115,12,9.583333333,0.38781786,9.6019335,35.668705,24.338446,-0.25411162,0.0840185,0.52031434
A69-1601-32687,2011-12-18,185,18,10.27777778,0.29502687,8.782137,35.680565,24.397736,-0.12871505,0.014386093,0.46379158
A69-1601-32687,2011-12-19,288,20,14.4,0.2529711,6.326232,35.690323,24.397308,-0.03161222,-0.00016165247,0.5195502
A69-1601-32687,2011-12-20,290,21,13.80952381,0.29148486,4.9303346,35.69414,24.445303,-0.011386576,0.03635051,0.44071257
A69-1601-32687,2011-12-21,271,21,12.9047619,0.36739692,8.611768,35.698246,24.488863,-0.09356984,0.05196689,0.42983904
A69-1601-32687,2011-12-22,169,16,10.5625,0.45582727,11.350294,35.701073,24.425303,-0.107604116,0.06659436,0.50579816
A69-1601-32687,2011-12-23,15,3,5.0,0.5398217,12.833554,35.590473,24.373579,-0.22296235,0.17381269,0.66681767
A69-1601-32687,2011-12-24,19,3,6.333333333,0.5731877,11.892623,35.61319,24.26627,-0.18501027,0.18623579,0.7449118
A69-1601-32687,2011-12-25,6,2,3.0,0.59868485,11.4614315,35.612984,24.199614,-0.25149643,0.23173398,0.8047749
A69-1601-32687,2011-12-26,18,7,2.571428571,0.46706602,4.994223,35.612843,24.354504,-0.070242904,0.012067269,0.65453756
A69-1601-32687,2011-12-27,5,1,5.0,0.41437963,4.444163,35.615303,24.424284,0.0649527,-0.0058673844,0.9173987
A69-1601-32687,2011-12-28,22,6,3.666666667,0.46219012,7.442091,35.613438,24.58243,-0.058678925,0.097176775,0.76463276
A69-1601-32687,2011-12-29,36,10,3.6,0.41575122,6.4120455,35.603706,24.692429,-0.2116114,0.11745853,0.67167884
A69-1601-32687,2011-12-30,42,7,6.0,0.36014524,9.306545,35.599953,24.588177,-0.17663087,0.09907045,0.6387415
A69-1601-32687,2011-12-31,111,14,7.928571429,0.3309773,10.518871,35.60115,24.58797,-0.21579848,0.12459815,0.5808661
A69-1601-32687,2012-01-01,183,16,11.4375,0.26623347,9.260846,35.60355,24.663458,-0.18152675,0.105537064,0.46742293
A69-1601-32687,2012-01-02,164,19,8.631578947,0.18644872,8.861276,35.607048,24.723783,-0.11619722,0.032401837,0.41469407
A69-1601-32687,2012-01-03,145,14,10.35714286,0.22341168,8.201337,35.615692,24.706957,-0.0015048706,0.029806528,0.46147692
A69-1601-32687,2012-01-04,152,14,10.85714286,0.23324926,6.7297854,35.618523,24.762648,-0.048216507,0.03407084,0.4317848
A69-1601-32687,2012-01-05,174,18,9.666666667,0.31817445,5.357719,35.62238,24.836084,0.05839895,-0.0019144822,0.47248372
A69-1601-32687,2012-01-06,154,14,11.0,0.3442076,4.74199,35.62445,24.922575,0.07028162,0.018087009,0.45591772
A69-1601-32687,2012-01-07,203,16,12.6875,0.36215007,5.834376,35.62804,24.996792,0.042189464,-0.002534718,0.4611252
A69-1601-32687,2012-01-08,175,13,13.46153846,0.40079504,3.733984,35.633408,25.052317,0.11040561,-0.05503552,0.50300086
A69-1601-32687,2012-01-09,14,4,3.5,0.4122811,6.8573623,35.640724,25.0671,0.12749636,-0.08690571,0.54927146
A69-1601-32687,2012-01-10,19,5,3.8,0.4015197,7.56075,35.642464,25.137093,0.09473733,-0.0608306,0.587986
A69-1601-32687,2012-01-11,18,5,3.6,0.44932896,8.105885,35.64333,25.217407,0.18124892,-0.10075419,0.6300628
A69-1601-32687,2012-01-12,32,5,6.4,0.47103786,8.202723,35.645416,25.344238,0.07910489,0.058860406,0.4632852
A69-1601-32687,2012-01-13,45,11,4.090909091,0.4434097,8.567235,35.652664,25.18411,-0.14523846,0.057067282,0.75980014
A69-1601-32687,2012-01-14,28,7,4.0,0.4054662,7.6900935,35.658054,25.066294,-0.15136415,0.0785032,0.88102806
A69-1601-32687,2012-01-15,6,2,3.0,0.3907784,8.005731,35.632854,24.914291,-0.21993792,0.074831806,0.8911748
A69-1601-32687,2012-01-16,13,3,4.333333333,0.4821801,14.10287,35.629745,24.693333,-0.40895504,0.16926745,0.85708916
A69-1601-32687,2012-01-17,114,14,8.142857143,0.3139989,7.515135,35.58458,24.828733,0.01267226,-0.13212562,0.8198272
A69-1601-32687,2012-01-18,107,15,7.133333333,0.26996338,4.6288805,35.591423,24.837778,-0.089577675,0.11088608,0.57797295
A69-1601-32687,2012-01-19,132,15,8.8,0.41040447,4.2760863,35.59558,24.926315,-0.11097824,0.069535464,0.5221711
A69-1601-32687,2012-01-20,174,15,11.6,0.46907204,7.8099055,35.59607,24.918781,-0.18238972,0.061657343,0.7748308
A69-1601-32687,2012-01-21,228,15,15.2,0.516958,8.268523,35.551136,25.014494,-0.21140185,0.06142089,0.7790216
A69-1601-32687,2012-01-22,302,21,14.38095238,0.5502126,8.673579,35.506176,25.142538,-0.21908382,0.032771852,0.78162944
A69-1601-32687,2012-01-23,389,22,17.68181818,0.54263806,7.280226,35.448875,25.296167,-0.21042661,-0.013114414,0.5776589
A69-1601-32687,2012-01-24,81,8,10.125,0.54164445,6.312471,35.299187,25.300762,-0.16015281,-0.16575617,0.6070389
A69-1601-32687,2012-01-25,12,3,4.0,0.4865478,5.5413,35.28762,25.21646,-0.020272907,-0.1662229,0.5438627
A69-1601-32687,2012-01-26,22,6,3.666666667,0.44108763,4.9928327,35.341732,25.167953,0.038126033,-0.087588,0.6939534
A69-1601-32687,2012-01-31,54,10,5.4,0.21001624,5.781341,35.413578,25.487688,0.025220936,0.018245397,0.3673957
A69-1601-32687,2012-02-01,5,2,2.5,0.17848368,7.3625813,35.41327,25.626745,-0.063732855,0.014556115,0.43214908
A69-1601-32687,2012-02-10,27,6,4.5,0.5039164,7.285054,35.438255,26.05877,-0.1624599,0.13003784,0.48123673
A69-1601-32687,2012-02-11,20,6,3.333333333,0.4567448,3.5938962,35.434525,26.079329,-0.048506524,0.048546195,0.38861263
A69-1601-32687,2012-02-13,16,5,3.2,0.32099444,4.2003303,35.43817,26.483248,-0.06898729,0.080218956,0.28974614
A69-1601-32687,2012-02-14,9,4,2.25,0.33216918,7.3950367,35.434067,26.69829,-0.18137221,0.085189275,0.2600557
A69-1601-32687,2012-02-15,4,1,4.0,0.346575,10.157205,35.442997,26.438196,-0.18743049,0.12164727,0.35787278
A69-1601-32687,2012-02-16,11,3,3.666666667,0.36559606,9.701968,35.44845,26.276447,-0.08184623,0.12651114,0.38462445
A69-1601-32687,2012-02-17,8,2,4.0,0.43551844,9.549438,35.449066,26.37022,-0.061029673,0.15280935,0.42194355
A69-1601-32687,2012-02-18,22,3,7.333333333,0.4327087,7.5024643,35.44474,26.352915,-0.08533444,0.09061361,0.4620956
A69-1601-32687,2012-02-19,6,2,3.0,0.45915794,6.4050455,35.435863,26.289837,0.008547731,0.009501144,0.54140997
A69-1601-32687,2012-06-25,4,1,4.0,0.47011268,11.388492,35.38446,22.245684,-0.33778238,0.124180645,1.1184974
A69-1601-32687,2012-07-02,36,7,5.142857143,0.45801568,8.996703,35.36757,22.406775,-0.005848634,0.051308274,0.70082915
A69-1601-32687,2012-07-03,29,6,4.833333333,0.46955177,6.013248,35.37472,22.30696,-0.018179145,-0.02266338,0.73704815
A69-1601-32687,2012-07-04,7,2,3.5,0.4475672,6.4416957,35.37984,22.237972,-0.015453003,-0.00038558,0.8299273
A69-1601-32687,2012-07-07,6,2,3.0,0.436046,11.035645,35.330574,22.682398,-0.21346028,-0.02769205,0.7168783
A69-1601-32687,2012-07-16,65,2,32.5,0.37783125,9.49699,35.325542,22.478952,-0.16732572,0.056797527,0.662426
A69-1601-32687,2012-07-17,541,24,22.54166667,0.38457176,8.402112,35.33959,22.308842,-0.1444369,0.014739678,0.80563664
A69-1601-32687,2012-07-18,622,24,25.91666667,0.379772,3.9896588,35.340717,22.25541,-0.09568901,0.02909312,0.9382873
A69-1601-32687,2012-07-19,293,16,18.3125,0.38904577,7.914273,35.34279,22.227608,-0.056365736,0.09722985,0.93992734
A69-1601-32687,2012-07-20,372,23,16.17391304,0.43220353,8.922839,35.350376,22.156029,-0.1292414,0.12202987,0.95611835
A69-1601-32687,2012-07-21,201,14,14.35714286,0.40586308,10.471916,35.355507,22.099028,-0.16035004,0.1424592,1.0075328
A69-1601-32687,2012-07-22,181,14,12.92857143,0.54284525,11.566452,35.358463,22.07086,-0.3122639,0.2286435,1.2140808
A69-1601-32687,2012-07-23,213,21,10.14285714,0.42442858,10.197121,35.351513,22.052763,-0.24306108,0.1278953,1.2812114
A69-1601-32687,2012-07-24,290,22,13.18181818,0.31480458,9.705734,35.35347,22.056713,-0.09877612,0.080672905,1.307257
A69-1601-32687,2012-07-25,347,23,15.08695652,0.27106777,6.917493,35.360344,22.031223,0.03505365,0.024661595,1.3279939
A69-1601-32687,2012-07-26,433,23,18.82608696,0.25872606,3.5092494,35.365376,22.006624,0.06936947,0.018143645,1.136169
A69-1601-32687,2012-07-27,152,8,19.0,0.27863637,5.085659,35.369843,21.979641,0.025096105,0.018218568,0.8468888
A69-1601-32687,2012-07-28,103,13,7.923076923,0.34235287,9.826333,35.378807,21.875395,-0.006615406,0.103467055,0.79427856
A69-1601-32687,2012-07-29,263,24,10.95833333,0.34969676,6.1036396,35.38338,21.83527,0.03149819,-0.0014367136,0.80357254
A69-1601-32687,2012-07-30,458,24,19.08333333,0.39499596,4.0233464,35.387833,21.810719,-0.020471036,0.032454085,0.64484715
A69-1601-32687,2012-07-31,434,20,21.7,0.47325486,6.621749,35.38871,21.78145,-0.18466498,0.058227185,0.82350177
A69-1601-32687,2012-08-01,445,24,18.54166667,0.4715895,4.581082,35.3794,21.80386,-0.14538176,-0.0037292093,1.117357
A69-1601-32687,2012-08-02,379,24,15.79166667,0.4400918,6.1045256,35.377693,21.770857,-0.027530467,0.012754418,1.1001475
A69-1601-32687,2012-08-03,350,20,17.5,0.44731206,2.1241999,35.378883,21.775167,-0.0848278,0.011568825,1.0453017
A69-1601-32687,2012-08-04,321,21,15.28571429,0.40761295,3.8533027,35.37781,21.779692,-0.04300162,-0.0035283843,1.1440573
A69-1601-32687,2012-08-05,185,17,10.88235294,0.3701652,1.7793647,35.37574,21.788363,0.02342524,-0.030021343,1.1889979
A69-1601-32687,2012-08-06,80,12,6.666666667,0.33287373,4.542298,35.374264,21.746075,0.1526281,-0.057349615,1.2568321
A69-1601-32687,2012-08-07,131,13,10.07692308,0.28050342,3.5067723,35.37858,21.742832,0.1358744,-0.02038824,1.1830304
A69-1601-32687,2012-08-08,249,19,13.10526316,0.25507578,1.9403834,35.384552,21.773405,0.09835377,-0.010291657,0.9638022
A69-1601-32687,2012-08-09,55,5,11.0,0.29610077,6.3208528,35.39159,21.7672,0.15897173,-0.060656283,0.75933146
A69-1601-32687,2012-08-10,80,10,8.0,0.33402434,12.226656,35.410355,21.618076,0.1519167,0.20210196,0.62025726
A69-1601-32687,2012-08-11,560,24,23.33333333,0.34548393,7.5920277,35.416832,21.496122,-0.1724426,0.13471477,0.64687514
A69-1601-32687,2012-08-12,520,24,21.66666667,0.28176054,6.287313,35.39078,21.479902,-0.11396999,0.03748525,0.941592
A69-1601-32687,2012-08-13,603,24,25.125,0.36163303,9.750764,35.379955,21.454163,-0.18112446,0.14388807,1.0086378
A69-1601-32687,2012-08-14,575,24,23.95833333,0.35106152,5.622491,35.3698,21.500225,-0.08663136,-0.0060203904,0.9752099
A69-1601-32687,2012-08-15,523,24,21.79166667,0.3525511,2.1703947,35.36632,21.580069,0.043127462,-0.053700235,0.8653172
A69-1601-32687,2012-08-16,434,24,18.08333333,0.3832877,4.0630994,35.36692,21.598068,0.06242462,-0.07249119,0.8499572
A69-1601-32687,2012-08-17,263,16,16.4375,0.40874007,6.826882,35.367935,21.576517,0.06988322,-0.097472005,0.8857653
A69-1601-32687,2012-08-18,331,21,15.76190476,0.415384,5.012592,35.36849,21.535746,0.065769605,-0.05871167,0.91395843
A69-1601-32687,2012-08-19,376,22,17.09090909,0.42912227,5.4574475,35.371174,21.461412,-0.017303012,0.021372618,1.056524
A69-1601-32687,2012-08-20,390,23,16.95652174,0.4041228,3.4971774,35.373547,21.421183,0.0035965503,-0.0047771432,1.0959046
A69-1601-32687,2012-08-21,395,22,17.95454545,0.37769148,4.385731,35.379066,21.416878,0.00073087064,0.01939085,0.9888661
A69-1601-32687,2012-08-22,473,24,19.70833333,0.33200508,2.9247568,35.384323,21.445051,0.066173136,-0.01649923,1.0057266
A69-1601-32687,2012-08-23,464,24,19.33333333,0.30253425,3.1843903,35.395008,21.484283,0.10715798,-0.032078806,0.85200554
A69-1601-32687,2012-08-24,440,24,18.33333333,0.28974313,4.7190638,35.405834,21.499851,0.14197803,-0.090405636,0.8138586
A69-1601-32687,2012-08-25,502,23,21.82608696,0.28342932,3.7963142,35.417187,21.496119,0.1643644,-0.058127593,0.684632
A69-1601-32687,2012-08-26,494,24,20.58333333,0.3104516,2.8138556,35.429947,21.475805,0.09339665,-0.020943932,0.6052831
A69-1601-32687,2012-08-27,503,24,20.95833333,0.33903763,6.207329,35.441544,21.466442,0.0031918332,0.041666202,0.55890536
A69-1601-32687,2012-08-28,465,24,19.375,0.41594484,5.8956146,35.428097,21.475948,-0.1130698,0.03874162,0.63572156
A69-1601-32687,2012-08-29,524,24,21.83333333,0.4111304,2.9615102,35.41023,21.483109,-0.057238195,0.0059064375,0.80607015
A69-1601-32687,2012-08-30,434,22,19.72727273,0.40763447,4.1595516,35.408318,21.487764,-0.008367551,-0.0060661915,0.8821814
